"Id","FeedItemId","FieldName","DataType","OldValueString","NewValueString","OldValueFirstName","NewValueFirstName","OldValueLastName","NewValueLastName","OldValueNumber","NewValueNumber","OldValueDate","NewValueDate"
"0D68a0000GzAJs5CQG","0D58a00009C8YGRCA3","Subject","DynamicEnum","","Enviar tiendas Geolocalizadas y de ser Posible con Tarifas","","","","","","","",""
"0D68a0000GzAJs6CQG","0D58a00009C8YGRCA3","Who","EntityId","","0038a00003A0xTf","","","","","","","",""
"0D68a0000GzAJs7CQG","0D58a00009C8YGRCA3","Who","Text","","","","Alejandra","","Marmol","","","",""
"0D68a0000GzAKQBCQ4","0D58a00009C8YzaCAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000GzAKveCQG","0D58a00009C8YGRCA3","What","EntityId","","0068a00001M5Ngz","","","","","","","",""
"0D68a0000GzAKvfCQG","0D58a00009C8YGRCA3","What","Text","","ALPINA PILOT","","","","","","","",""
"0D68a0000GzAKvgCQG","0D58a00009C8YGRCA3","__RecordType__","Text","","","","","","","","","",""
"0D68a0000GzALpLCQW","0D58a00009C8YzaCAF","Subject","DynamicEnum","","Call  Viviana Vallejo para dar seguimiento","","","","","","","",""
"0D68a0000GzALpMCQW","0D58a00009C8YzaCAF","Who","EntityId","","0038a00003A1ZaS","","","","","","","",""
"0D68a0000GzALpNCQW","0D58a00009C8YzaCAF","Who","Text","","","","Viviana","","Vallejo","","","",""
"0D68a0000GzALpOCQW","0D58a00009C8YzaCAF","What","EntityId","","0068a00001M5Nkm","","","","","","","",""
"0D68a0000GzALpPCQW","0D58a00009C8YzaCAF","What","Text","","LOTERIA NACIONAL PILOT FOLLOW UP","","","","","","","",""
"0D68a0000GzALpQCQW","0D58a00009C8YzaCAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H0OtolCQC","0D58a00009CYUVrCAP","feedEvent","Text","","","","","","","","","",""
"0D68a0000H0Oy8NCQS","0D58a00009CYUVrCAP","Subject","DynamicEnum","","Seguimiento para creación de propuesta:  Pedir propuesta a D. Sanchez","","","","","","","",""
"0D68a0000H0Oy8OCQS","0D58a00009CYUVrCAP","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000H0Oy8PCQS","0D58a00009CYUVrCAP","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000H0Oy8QCQS","0D58a00009CYUVrCAP","What","EntityId","","0068a00001M8kB0","","","","","","","",""
"0D68a0000H0Oy8RCQS","0D58a00009CYUVrCAP","What","Text","","Bimbo Pilot","","","","","","","",""
"0D68a0000H0Oy8SCQS","0D58a00009CYUVrCAP","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H1s6lkCQA","0D58a00009DAVCkCAP","feedEvent","Text","","","","","","","","","",""
"0D68a0000H1s6llCQA","0D58a00009DAVCkCAP","Subject","DynamicEnum","","Seguimiento Gestión:  Venta de por lo menos 50 tiendas x marca Café Oro y Sica","","","","","","","",""
"0D68a0000H1s6lmCQA","0D58a00009DAVCkCAP","Who","EntityId","","","","","","","","","",""
"0D68a0000H1s6lnCQA","0D58a00009DAVCkCAP","Who","EntityId","","","","","","","","","",""
"0D68a0000H1s6loCQA","0D58a00009DAVCkCAP","What","EntityId","","0018a0000251ASK","","","","","","","",""
"0D68a0000H1s6lpCQA","0D58a00009DAVCkCAP","What","Text","","Marketplace Bees","","","","","","","",""
"0D68a0000H1s6lqCQA","0D58a00009DAVCkCAP","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H2gwW4CQI","0D58a00009DYlb1CAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000H2gwW5CQI","0D58a00009DYlb1CAD","Subject","DynamicEnum","","Media Day IPG - Equipo UM Guayaquil","","","","","","","",""
"0D68a0000H2gwW6CQI","0D58a00009DYlb1CAD","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000H2gwW7CQI","0D58a00009DYlb1CAD","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000H2gwW8CQI","0D58a00009DYlb1CAD","What","EntityId","","0018a000026k7Hj","","","","","","","",""
"0D68a0000H2gwW9CQI","0D58a00009DYlb1CAD","What","Text","","IPG - UM","","","","","","","",""
"0D68a0000H2gwWACQY","0D58a00009DYlb1CAD","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H4PIFJCQ4","0D58a00009EARy4CAH","feedEvent","Text","","","","","","","","","",""
"0D68a0000H4PLhECQW","0D58a00009EARy4CAH","Subject","DynamicEnum","","Recepción de Artes","","","","","","","",""
"0D68a0000H4PLhFCQW","0D58a00009EARy4CAH","Location","Text","","","","","","","","","",""
"0D68a0000H4PLhGCQW","0D58a00009EARy4CAH","StartDateTime","DateTime","","","","","","","","","","2023-02-01 18:00:00"
"0D68a0000H4PLhHCQW","0D58a00009EARy4CAH","EndDateTime","DateTime","","","","","","","","","","2023-02-01 19:00:00"
"0D68a0000H4PLhICQW","0D58a00009EARy4CAH","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H4PLrKCQW","0D58a00009EATU4CAP","feedEvent","Text","","","","","","","","","",""
"0D68a0000H4PLrLCQW","0D58a00009EATU4CAP","Subject","DynamicEnum","","Recepción de Artes","","","","","","","",""
"0D68a0000H4PLrMCQW","0D58a00009EATU4CAP","Location","Text","","","","","","","","","",""
"0D68a0000H4PLrNCQW","0D58a00009EATU4CAP","StartDateTime","DateTime","","","","","","","","","","2023-02-01 18:00:00"
"0D68a0000H4PLrOCQW","0D58a00009EATU4CAP","EndDateTime","DateTime","","","","","","","","","","2023-02-01 19:00:00"
"0D68a0000H4PLrPCQW","0D58a00009EATU4CAP","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H4PLxzCQG","0D58a00009EATX3CAP","feedEvent","Text","","","","","","","","","",""
"0D68a0000H4PLy0CQG","0D58a00009EATX3CAP","Subject","DynamicEnum","","Recepción de Artes","","","","","","","",""
"0D68a0000H4PLy1CQG","0D58a00009EATX3CAP","Location","Text","","","","","","","","","",""
"0D68a0000H4PLy2CQG","0D58a00009EATX3CAP","StartDateTime","DateTime","","","","","","","","","","2023-02-01 18:00:00"
"0D68a0000H4PLy3CQG","0D58a00009EATX3CAP","EndDateTime","DateTime","","","","","","","","","","2023-02-01 19:00:00"
"0D68a0000H4PLy4CQG","0D58a00009EATX3CAP","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H4PSwBCQW","0D58a00009EAWS5CAP","feedEvent","Text","","","","","","","","","",""
"0D68a0000H4PSwCCQW","0D58a00009EAWS5CAP","Subject","DynamicEnum","","Seguimiento Campañas Nestle","","","","","","","",""
"0D68a0000H4PSwDCQW","0D58a00009EAWS5CAP","Who","EntityId","","0038a00003A1ZVD","","","","","","","",""
"0D68a0000H4PVCwCQO","0D58a00009EAWS5CAP","Who","Text","","","","Gabriela","","Espinosa","","","",""
"0D68a0000H4PVCxCQO","0D58a00009EAWS5CAP","What","EntityId","","0068a00001M87y1","","","","","","","",""
"0D68a0000H4PVCyCQO","0D58a00009EAWS5CAP","What","Text","","Ecu-Nestle-Pilot-100","","","","","","","",""
"0D68a0000H4PVCzCQO","0D58a00009EAWS5CAP","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H5EPu1CQG","0D58a00009EW2fxCAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000H5EQ1qCQG","0D58a00009EW2fxCAD","Subject","DynamicEnum","","Call de seguimiento para preguntar sobre piloto","","","","","","","",""
"0D68a0000H5EQ1rCQG","0D58a00009EW2fxCAD","Who","EntityId","","0038a00003A0xTf","","","","","","","",""
"0D68a0000H5EQ1sCQG","0D58a00009EW2fxCAD","Who","Text","","","","Alejandra","","Marmol","","","",""
"0D68a0000H5EQ1tCQG","0D58a00009EW2fxCAD","What","EntityId","","0068a00001M5Ngz","","","","","","","",""
"0D68a0000H5EQ1uCQG","0D58a00009EW2fxCAD","What","Text","","Ecu-ALPINA-PILOT-50","","","","","","","",""
"0D68a0000H5EQ1vCQG","0D58a00009EW2fxCAD","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H5F78fCQC","0D58a00009EWKU8CAP","feedEvent","Text","","","","","","","","","",""
"0D68a0000H5F78gCQC","0D58a00009EWKU8CAP","Subject","DynamicEnum","","Crear tablas para ofertar a cliente","","","","","","","",""
"0D68a0000H5F956CQC","0D58a00009EWKU8CAP","Who","EntityId","","0038a00003C69Ln","","","","","","","",""
"0D68a0000H5F957CQC","0D58a00009EWKU8CAP","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000H5F958CQC","0D58a00009EWKU8CAP","What","EntityId","","0068a00001ME40y","","","","","","","",""
"0D68a0000H5F959CQC","0D58a00009EWKU8CAP","What","Text","","Nestlé Queso Crema La Lechera","","","","","","","",""
"0D68a0000H5F95ACQS","0D58a00009EWKU8CAP","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H5Fds7CQC","0D58a00009EWWjgCAH","feedEvent","Text","","","","","","","","","",""
"0D68a0000H5Fds8CQC","0D58a00009EWWjgCAH","Subject","DynamicEnum","","Markplan Media Day","","","","","","","",""
"0D68a0000H5Fds9CQC","0D58a00009EWWjgCAH","Location","Text","","markplan","","","","","","","",""
"0D68a0000H5FdsACQS","0D58a00009EWWjgCAH","StartDateTime","DateTime","","","","","","","","","","2023-02-03 20:00:00"
"0D68a0000H5FdukCQC","0D58a00009EWW2DCAX","feedEvent","Text","","","","","","","","","",""
"0D68a0000H5FdulCQC","0D58a00009EWW2DCAX","Subject","DynamicEnum","","Call Viviana Vallejo para seguimiento y análisis de oportunidades","","","","","","","",""
"0D68a0000H5FdumCQC","0D58a00009EWW2DCAX","Who","EntityId","","0038a00003A1ZaS","","","","","","","",""
"0D68a0000H5FfpwCQC","0D58a00009EWW2DCAX","Who","Text","","","","Viviana","","Vallejo","","","",""
"0D68a0000H5FfpxCQC","0D58a00009EWW2DCAX","What","EntityId","","0068a00001M5Nkm","","","","","","","",""
"0D68a0000H5FfpyCQC","0D58a00009EWW2DCAX","What","Text","","Ecu-LOTERIA NACIONAL-Followup-50","","","","","","","",""
"0D68a0000H5FfpzCQC","0D58a00009EWW2DCAX","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H5FgIJCQ0","0D58a00009EWWjgCAH","EndDateTime","DateTime","","","","","","","","","","2023-02-03 21:00:00"
"0D68a0000H5FgIKCQ0","0D58a00009EWWjgCAH","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H5jXroCQE","0D58a00009Ei62XCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000H5rxsyCQA","0D58a00009Ei6yUCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000H5rxszCQA","0D58a00009Ei6yUCAR","Subject","DynamicEnum","","Enviar archivo de tiendas para sacar fotos a wslter","","","","","","","",""
"0D68a0000H5rxt0CQA","0D58a00009Ei6yUCAR","Who","EntityId","","","","","","","","","",""
"0D68a0000H5rxt1CQA","0D58a00009Ei6yUCAR","Who","EntityId","","","","","","","","","",""
"0D68a0000H5ryG6CQI","0D58a00009Ei6yUCAR","What","EntityId","","0068a00001M8hsB","","","","","","","",""
"0D68a0000H5ryG7CQI","0D58a00009Ei6yUCAR","What","Text","","Ecu-Coca Cola-Piloto Feb Mar-35","","","","","","","",""
"0D68a0000H5ryG8CQI","0D58a00009Ei6yUCAR","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H5rybWCQQ","0D58a00009Ei62XCAR","Subject","DynamicEnum","","Lista de tiendas para fotos a Walter","","","","","","","",""
"0D68a0000H5rybXCQQ","0D58a00009Ei62XCAR","Who","EntityId","","","","","","","","","",""
"0D68a0000H5rybYCQQ","0D58a00009Ei62XCAR","Who","EntityId","","","","","","","","","",""
"0D68a0000H5rybZCQQ","0D58a00009Ei62XCAR","What","EntityId","","0068a00001M8WMb","","","","","","","",""
"0D68a0000H5rybaCQA","0D58a00009Ei62XCAR","What","Text","","Toni Yogurt Griego Feb a Marzo","","","","","","","",""
"0D68a0000H5rybbCQA","0D58a00009Ei62XCAR","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H6hh66CQA","0D58a00009FCFqjCAH","feedEvent","Text","","","","","","","","","",""
"0D68a0000H6hh67CQA","0D58a00009FCFqjCAH","Subject","DynamicEnum","","Preparar Presentación Media Day","","","","","","","",""
"0D68a0000H6hh68CQA","0D58a00009FCFqjCAH","Who","EntityId","","","","","","","","","",""
"0D68a0000H6hh69CQA","0D58a00009FCFqjCAH","Who","EntityId","","","","","","","","","",""
"0D68a0000H6hh6ACQQ","0D58a00009FCFqjCAH","What","EntityId","","0018a000024zB8P","","","","","","","",""
"0D68a0000H6hh6BCQQ","0D58a00009FCFqjCAH","What","Text","","Markplan","","","","","","","",""
"0D68a0000H6hh6CCQQ","0D58a00009FCFqjCAH","__RecordType__","Text","","","","","","","","","",""
"0D68a0000H6pvteCQA","0D58a00009FM5iYCAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000H6pvtfCQA","0D58a00009FM5iYCAT","Subject","DynamicEnum","","COORDINAR MEDIA DAY CON UM","","","","","","","",""
"0D68a0000H6pvtgCQA","0D58a00009FM5iYCAT","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000H6pvthCQA","0D58a00009FM5iYCAT","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000H6pvtiCQA","0D58a00009FM5iYCAT","What","EntityId","","0018a000026k7Hj","","","","","","","",""
"0D68a0000H6pvtjCQA","0D58a00009FM5iYCAT","What","Text","","MEDIABRANDS - UM","","","","","","","",""
"0D68a0000H6pvtkCQA","0D58a00009FM5iYCAT","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HA6qP8CQJ","0D58a00009GZ1XcCAL","feedEvent","Text","","","","","","","","","",""
"0D68a0000HA6qP9CQJ","0D58a00009GZ1XcCAL","Subject","DynamicEnum","","IPG MEDIABRANDS - Media Day","","","","","","","",""
"0D68a0000HA6qPACQZ","0D58a00009GZ1XcCAL","Location","Text","","MEDIABRANDS GYE","","","","","","","",""
"0D68a0000HA6sXwCQJ","0D58a00009GZ1XcCAL","StartDateTime","DateTime","","","","","","","","","","2023-02-09 16:00:00"
"0D68a0000HA6sXxCQJ","0D58a00009GZ1XcCAL","EndDateTime","DateTime","","","","","","","","","","2023-02-09 17:00:00"
"0D68a0000HA6sXyCQJ","0D58a00009GZ1XcCAL","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HA6vCWCQZ","0D58a00009GZ3RvCAL","feedEvent","Text","","","","","","","","","",""
"0D68a0000HA6vCXCQZ","0D58a00009GZ3RvCAL","Subject","DynamicEnum","","Evaluar oportunidad Ritz","","","","","","","",""
"0D68a0000HA6xmPCQR","0D58a00009GZ3RvCAL","Who","EntityId","","0038a00003C5Ti9","","","","","","","",""
"0D68a0000HA6xmQCQR","0D58a00009GZ3RvCAL","Who","Text","","","","Daniela","","Mendieta","","","",""
"0D68a0000HA6xmRCQR","0D58a00009GZ3RvCAL","What","EntityId","","0018a000026k0PW","","","","","","","",""
"0D68a0000HA6xmSCQR","0D58a00009GZ3RvCAL","What","Text","","Mondelez","","","","","","","",""
"0D68a0000HA6xmTCQR","0D58a00009GZ3RvCAL","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2YfQCQV","0D58a00009GlQWBCA3","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2YfRCQV","0D58a00009GlQWBCA3","Subject","DynamicEnum","","Seguimiento Susy Benítez","","","","","","","",""
"0D68a0000HB2YfSCQV","0D58a00009GlQWBCA3","Who","EntityId","","0038a00003C69Ln","","","","","","","",""
"0D68a0000HB2YfTCQV","0D58a00009GlQWBCA3","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000HB2aTtCQJ","0D58a00009GlQWBCA3","What","EntityId","","0068a00001ME40y","","","","","","","",""
"0D68a0000HB2aTuCQJ","0D58a00009GlQWBCA3","What","Text","","Nestlé Queso Crema La Lechera","","","","","","","",""
"0D68a0000HB2aTvCQJ","0D58a00009GlQWBCA3","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2c85CQB","0D58a00009GlU3JCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2c86CQB","0D58a00009GlU3JCAV","Subject","DynamicEnum","","Seguimiento correo enviado a Gabriela Espinosa","","","","","","","",""
"0D68a0000HB2c87CQB","0D58a00009GlU3JCAV","Who","EntityId","","0038a00003A1ZVD","","","","","","","",""
"0D68a0000HB2c88CQB","0D58a00009GlU3JCAV","Who","Text","","","","Gabriela","","Espinosa","","","",""
"0D68a0000HB2c89CQB","0D58a00009GlU3JCAV","What","EntityId","","","","","","","","","",""
"0D68a0000HB2c8ACQR","0D58a00009GlU3JCAV","What","EntityId","","","","","","","","","",""
"0D68a0000HB2c8BCQR","0D58a00009GlU3JCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2c8DCQR","0D58a00009GlU3LCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2c8ECQR","0D58a00009GlU3LCAV","Subject","DynamicEnum","","Seguimiento mensaje enviado 8 febrero","","","","","","","",""
"0D68a0000HB2c8FCQR","0D58a00009GlU3LCAV","Who","EntityId","","0038a00003A0xTf","","","","","","","",""
"0D68a0000HB2erBCQR","0D58a00009GlU3LCAV","Who","Text","","","","Alejandra","","Marmol","","","",""
"0D68a0000HB2erCCQR","0D58a00009GlU3LCAV","What","EntityId","","0068a00001M5Ngz","","","","","","","",""
"0D68a0000HB2erDCQR","0D58a00009GlU3LCAV","What","Text","","Ecu-ALPINA-PILOT-50","","","","","","","",""
"0D68a0000HB2erECQR","0D58a00009GlU3LCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2lRtCQJ","0D58a00009GlXs4CAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2lRuCQJ","0D58a00009GlXs4CAF","Subject","DynamicEnum","","Contacto con Daniela Mendieta para seguimiento post media day","","","","","","","",""
"0D68a0000HB2lRvCQJ","0D58a00009GlXs4CAF","Who","EntityId","","0038a00003C5Ti9","","","","","","","",""
"0D68a0000HB2lRwCQJ","0D58a00009GlXs4CAF","Who","Text","","","","Daniela","","Mendieta","","","",""
"0D68a0000HB2onMCQR","0D58a00009GlXs4CAF","What","EntityId","","0068a00001JMc4n","","","","","","","",""
"0D68a0000HB2onNCQR","0D58a00009GlXs4CAF","What","Text","","ECU-Ritz-Pilot","","","","","","","",""
"0D68a0000HB2onOCQR","0D58a00009GlXs4CAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2ovyCQB","0D58a00009GlZDhCAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2ovzCQB","0D58a00009GlZDhCAN","Subject","DynamicEnum","","Seguimiento a Daniela Mendieta... ya contactó cliente","","","","","","","",""
"0D68a0000HB2ow0CQB","0D58a00009GlZDhCAN","Who","EntityId","","0038a00003C5Ti9","","","","","","","",""
"0D68a0000HB2ow1CQB","0D58a00009GlZDhCAN","Who","Text","","","","Daniela","","Mendieta","","","",""
"0D68a0000HB2ow2CQB","0D58a00009GlZDhCAN","What","EntityId","","0068a00001JMc4n","","","","","","","",""
"0D68a0000HB2ow3CQB","0D58a00009GlZDhCAN","What","Text","","ECU-Ritz-Pilot","","","","","","","",""
"0D68a0000HB2ow4CQB","0D58a00009GlZDhCAN","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2vlzCQB","0D58a00009Glb8YCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2vm0CQB","0D58a00009Glb8YCAR","Subject","DynamicEnum","","Mensaje a Viviana Vallejo por loteria","","","","","","","",""
"0D68a0000HB2vmUCQR","0D58a00009Glb8lCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2vmVCQR","0D58a00009Glb8lCAB","Subject","DynamicEnum","","Llamar Alvaro Erazo para organizar Media Day semana del 13 de feb","","","","","","","",""
"0D68a0000HB2vmWCQR","0D58a00009Glb8lCAB","Who","EntityId","","0038a00003A0xXE","","","","","","","",""
"0D68a0000HB2vmXCQR","0D58a00009Glb8lCAB","Who","Text","","","","Alvaro","","Erazo","","","",""
"0D68a0000HB2wDICQZ","0D58a00009Glb8lCAB","What","EntityId","","0018a000024zBBF","","","","","","","",""
"0D68a0000HB2wDJCQZ","0D58a00009Glb8lCAB","What","Text","","Norlop Thompson: Group M","","","","","","","",""
"0D68a0000HB2wDKCQZ","0D58a00009Glb8lCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2wg8CQB","0D58a00009Glb8nCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2wg9CQB","0D58a00009Glb8nCAB","Subject","DynamicEnum","","Pedir cotización Diego Sánchez","","","","","","","",""
"0D68a0000HB2x5DCQR","0D58a00009Glb8nCAB","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000HB2x5ECQR","0D58a00009Glb8nCAB","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000HB2x5FCQR","0D58a00009Glb8nCAB","What","EntityId","","0068a00001M8kB0","","","","","","","",""
"0D68a0000HB2x5GCQR","0D58a00009Glb8nCAB","What","Text","","Ecu-Bimbo-Pilot","","","","","","","",""
"0D68a0000HB2x5HCQR","0D58a00009Glb8nCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2xmCCQR","0D58a00009Glb8YCAR","Who","EntityId","","0038a00003A1ZaS","","","","","","","",""
"0D68a0000HB2xmDCQR","0D58a00009Glb8YCAR","Who","Text","","","","Viviana","","Vallejo","","","",""
"0D68a0000HB2xmECQR","0D58a00009Glb8YCAR","What","EntityId","","0068a00001M5Nkm","","","","","","","",""
"0D68a0000HB2xmFCQR","0D58a00009Glb8YCAR","What","Text","","Ecu-LOTERIA NACIONAL-Followup-50","","","","","","","",""
"0D68a0000HB2xmGCQR","0D58a00009Glb8YCAR","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HB2y3jCQB","0D58a00009Glc5ACAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000HB2y3kCQB","0D58a00009Glc5ACAR","Subject","DynamicEnum","","Seguimiento sugerencia propuesta con Ronald Armas","","","","","","","",""
"0D68a0000HB2y3lCQB","0D58a00009Glc5ACAR","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000HB2yYoCQJ","0D58a00009Glc5ACAR","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000HB2yYpCQJ","0D58a00009Glc5ACAR","What","EntityId","","0068a00001M8kB0","","","","","","","",""
"0D68a0000HB2yYqCQJ","0D58a00009Glc5ACAR","What","Text","","Ecu-Bimbo-Pilot","","","","","","","",""
"0D68a0000HB2yYrCQJ","0D58a00009Glc5ACAR","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HBf5qdCQB","0D58a00009HJayWCAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000HBf66eCQB","0D58a00009HJb4iCAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000HCFaxzCQD","0D58a00009HM8VDCA1","feedEvent","Text","","","","","","","","","",""
